_id,OBJECTID,GEO_ID,NAME,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,LATITUDE,LONGITUDE,geometry,neighbourhood
29615,639,539270,METROPOLITAN BIBLE BAPTIST CHRISTIAN ACADEMY,,53 MADAWASKA AVE,Private,539270,53,Madawaska Ave,53 Madawaska Ave,M2M 2R2,North York,Toronto,Newtonbrook Baptist Church,43.794382883500006,-79.4149573861,POINT (-79.4149573861 43.79438288350001),Newtonbrook East
29616,640,8211543,METROPOLITAN PREPARATORY ACADEMY,,49 MOBILE DR,Private,8211543,49,Mobile Dr,49 Mobile Dr,M4A 1H5,North York,Toronto,,43.724011044799994,-79.3183007809,POINT (-79.3183007809 43.72401104479999),Victoria Village
29617,641,999998,MICHAEL POWER ST JOSEPH CATHOLIC HIGH SCHOOL,Toronto Catholic District School Board,105 ERINGATE DR,English Separate,999998,105,Eringate Dr,105 Eringate Dr,M9C 3Z7,Etobicoke,Toronto,Michael Power/St. Joseph Catholic School,43.6592899897,-79.58198408310001,POINT (-79.58198408310001 43.6592899897),Eringate-Centennial-West Deane
29618,642,4304192,MIDLAND ADULT EDUCATION CENTRE,Toronto Catholic District School Board,3320 MIDLAND AVE,English Separate,4304192,3320,Midland Ave,3320 Midland Ave,M1V 5E6,Scarborough,Toronto,,43.8074335012,-79.2893531869,POINT (-79.2893531869 43.8074335012),Milliken
29620,644,7471919,MILL VALLEY JUNIOR SCHOOL,Toronto District School Board,411 MILL RD,English Public,7471919,411,Mill Rd,411 Mill Rd,M9C 1Y9,Etobicoke,Toronto,Mill Valley Public School,43.6441893872,-79.5869715709,POINT (-79.5869715709 43.6441893872),Eringate-Centennial-West Deane
29621,645,375326,MILLIKEN PUBLIC SCHOOL,Toronto District School Board,130 PORT ROYAL TRL,English Public,375326,130,Port Royal Trl,130 Port Royal Trl,M1V 2T4,Scarborough,Toronto,Milliken Public School,43.8165865458,-79.2884969458,POINT (-79.28849694580001 43.8165865458),Milliken
29622,646,1018827,MILLWOOD JUNIOR SCHOOL,Toronto District School Board,222 MILL RD,English Public,1018827,222,Mill Rd,222 Mill Rd,M9C 1Y2,Etobicoke,Toronto,,43.63340964020001,-79.576914819,POINT (-79.576914819 43.63340964020001),Markland Wood
29623,647,570770,MILNE VALLEY MIDDLE SCHOOL,Toronto District School Board,100 UNDERHILL DR,English Public,570770,100,Underhill Dr,100 Underhill Dr,M3A 2J9,North York,Toronto,Milne Valley Middle School,43.747202048199995,-79.3267091237,POINT (-79.3267091237 43.74720204819999),Parkwoods-Donalda
29624,648,7890983,MIMICO ADULT CENTRE,Toronto District School Board,255 ROYAL YORK RD,English Public,7890983,255,Royal York Rd,255 Royal York Rd,M8V 2V8,Etobicoke,Toronto,,43.6130763326,-79.4966462297,POINT (-79.4966462297 43.6130763326),Mimico (includes Humber Bay Shores)
29625,649,8731056,MINDWERX4KIDS LEARNING CENTRE,,3825 BLOOR ST W,Private,8731056,3825,Bloor St W,3825 Bloor St W,M9B 1K9,Etobicoke,Toronto,,43.64108057520001,-79.53760852890001,POINT (-79.53760852890001 43.64108057520001),Islington-City Centre West
29626,650,2565760,MONARCH PARK COLLEGIATE INSTITUTE,Toronto District School Board,1 HANSON ST,English Public,2565760,1,Hanson St,1 Hanson St,M4J 1G6,former Toronto,Toronto,Monarch Park Collegiate,43.6792807308,-79.3227718926,POINT (-79.3227718926 43.6792807308),Greenwood-Coxwell
29627,651,7274128,MONSEIGNEUR DE CHARBONNEL CATHOLIC SECONDARY SCHOOL,Conseil scolaire de district catholique Centre-Sud,110 DREWRY AVE,French Separate,7274128,110,Drewry Ave,110 Drewry Ave,M2M 1C8,North York,Toronto,Mgr-De-Charbonnel,43.78662445649999,-79.4236071352,POINT (-79.4236071352 43.78662445649999),Newtonbrook West
29628,652,498533,MONSIGNER FRASIER OUR LADY OF MOUNT CARMEL SCHOOL BUILDING,Toronto Catholic District School Board,270 CHEROKEE BLVD,English Separate,498533,270,Cherokee Blvd,270 Cherokee Blvd,M2H 3B9,North York,Toronto,Our Lady Of Mount Carmel Catholic School,43.796613926000006,-79.3368020983,POINT (-79.3368020983 43.79661392600001),Pleasant View
29629,653,839707,MONSIGNOR FRASER COLLEGE - ANNEX CAMPUS,Toronto Catholic District School Board,700 MARKHAM ST,English Separate,839707,700,Markham St,700 Markham St,M6G 2M3,former Toronto,Toronto,MSGR Fraser College - Annex Campus,43.6672550542,-79.4137512495,POINT (-79.4137512495 43.6672550542),Annex
29630,654,7753848,MONSIGNOR FRASER COLLEGE - ISABELLA CAMPUS,Toronto Catholic District School Board,146 ISABELLA ST,English Separate,7753848,146,Isabella St,146 Isabella St,M4Y 1P6,former Toronto,Toronto,MSGR Fraser College - Isabella Campus,43.6697491634,-79.37695893729999,POINT (-79.37695893729999 43.6697491634),North St.James Town
29631,655,7472039,MONSIGNOR FRASER COLLEGE - MIDLAND CAMPUS,Toronto Catholic District School Board,2900 MIDLAND AVE,English Separate,7472039,2900,Midland Ave,2900 Midland Ave,M1S 3K8,Scarborough,Toronto,Msgr.  Fraser College Midland Campus,43.8010691647,-79.285717492,POINT (-79.285717492 43.8010691647),Agincourt South-Malvern West
29632,656,7472039,MONSIGNOR FRASER COLLEGE - MIDLAND NORTH CAMPUS,Toronto Catholic District School Board,2900 MIDLAND AVE,English Separate,7472039,2900,Midland Ave,2900 Midland Ave,M1S 3K8,Scarborough,Toronto,Msgr.  Fraser College Midland Campus,43.8010691647,-79.285717492,POINT (-79.285717492 43.8010691647),Agincourt South-Malvern West
29633,657,11901997,MONSIGNOR FRASER COLLEGE - MIDTOWN,Toronto Catholic District School Board,36 EGLINTON AVE W,English Separate,11901997,36,Eglinton Ave W,36 Eglinton Ave W,M4R 1A1,former Toronto,Toronto,MSGR Fraser College - Midtown Campus,43.7065950023,-79.39996075399999,POINT (-79.39996075399999 43.7065950023),Yonge-Eglinton
29634,658,4570683,MONSIGNOR FRASER COLLEGE - NORFINCH CAMPUS,Toronto Catholic District School Board,45 NORFINCH DR,English Separate,4570683,45,Norfinch Dr,45 Norfinch Dr,M3N 1W8,North York,Toronto,MSGR Fraser College - Norfinch Campus,43.7578095275,-79.5270429515,POINT (-79.52704295149999 43.7578095275),Black Creek
29635,659,865004,MONSIGNOR FRASER COLLEGE - ST MARTIN,Toronto Catholic District School Board,55 SALISBURY AVE,English Separate,865004,55,Salisbury Ave,55 Salisbury Ave,M4X 1C5,former Toronto,Toronto,St. Martin Catholic School,43.66717452140001,-79.3644258454,POINT (-79.36442584540001 43.66717452140001),Cabbagetown-South St.James Town
29636,660,8192155,MONSIGNOR JOHN CORRIGAN CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,100 ROYALCREST RD,English Separate,8192155,100,Royalcrest Rd,100 Royalcrest Rd,M9V 5B4,Etobicoke,Toronto,Msgr. John Corrigan Catholic School,43.7515700508,-79.6050136937,POINT (-79.6050136937 43.7515700508),West Humber-Clairville
29637,661,9667012,MONSIGNOR PERCY JOHNSON CATHOLIC SECONDARY SCHOOL,Toronto Catholic District School Board,2170 KIPLING AVE,English Separate,9667012,2170,Kipling Ave,2170 Kipling Ave,M9W 4K9,Etobicoke,Toronto,Msgr. Percy Johnson Catholic High School,43.7206946675,-79.57201688560001,POINT (-79.57201688560001 43.7206946675),West Humber-Clairville
29638,662,8407358,MONTCREST SCHOOL,,4 MONTCREST BLVD,Private,8407358,4,Montcrest Blvd,4 Montcrest Blvd,M4K 1J7,former Toronto,Toronto,,43.6731667604,-79.3575714495,POINT (-79.3575714495 43.6731667604),North Riverdale
29639,663,7994686,MONTESSORI JEWISH DAY,,55 YEOMANS RD,Private,7994686,55,Yeomans Rd,55 Yeomans Rd,M3H 3J7,North York,Toronto,Beth David Bnai Israel Synagogue,43.749250868699995,-79.4398398275,POINT (-79.43983982749999 43.7492508687),Clanton Park
29640,664,844204,MONTROSE JUNIOR PUBLIC SCHOOL,Toronto District School Board,301 MONTROSE AVE,English Public,844204,301,Montrose Ave,301 Montrose Ave,M6G 3G9,former Toronto,Toronto,Montrose Public School,43.65868158520001,-79.4188437208,POINT (-79.4188437208 43.65868158520001),Palmerston-Little Italy
29642,666,779906,MORSE STREET JUNIOR PUBLIC SCHOOL,Toronto District School Board,180 CARLAW AVE,English Public,779906,180,Carlaw Ave,180 Carlaw Ave,M4M 2R9,former Toronto,Toronto,Morse Street Junior Public School,43.6601669225,-79.34016669409999,POINT (-79.34016669409999 43.6601669225),South Riverdale
29643,667,1027151,MOTHER CABRINI CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,720 RENFORTH DR,English Separate,1027151,720,Renforth Dr,720 Renforth Dr,M9C 2N9,Etobicoke,Toronto,Mother Cabrini Catholic School,43.663664438699996,-79.58603391310001,POINT (-79.58603391310001 43.6636644387),Eringate-Centennial-West Deane
29644,668,64159,MOUNTVIEW ALTERNATIVE JUNIOR SCHOOL,Toronto District School Board,569 JANE ST,English Public,64159,569,Jane St,569 Jane St,M6S 4A3,York,Toronto,Runnymede Collegiate Institute,43.6635322655,-79.4898113825,POINT (-79.48981138249999 43.6635322655),Runnymede-Bloor West Village
29645,669,544255,MUIRHEAD PUBLIC SCHOOL,Toronto District School Board,25 MUIRHEAD RD,English Public,544255,25,Muirhead Rd,25 Muirhead Rd,M2J 3W3,North York,Toronto,Muirhead Public School,43.7788840209,-79.3374501774,POINT (-79.3374501774 43.7788840209),Pleasant View
29646,670,10924126,NATIONAL BALLET SCHOOL,,400 JARVIS ST,Private,10924126,400,Jarvis St,400 Jarvis St,M4Y 2G6,former Toronto,Toronto,National Ballet School,43.6635981417,-79.3775832929,POINT (-79.3775832929 43.6635981417),Church-Yonge Corridor
29647,671,762114,NATIVE LEARNING CENTRE,Toronto District School Board,83 ALEXANDER ST,English Public,762114,83,Alexander St,83 Alexander St,M4Y 1B7,former Toronto,Toronto,Church Street Public School,43.6636084257,-79.3791781654,POINT (-79.37917816540001 43.6636084257),Church-Yonge Corridor
29649,673,3049684,NATIVITY OF OUR LORD CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,35 SAFFRON CRES,English Separate,3049684,35,Saffron Cres,35 Saffron Cres,M9C 3T8,Etobicoke,Toronto,Nativity of Our Lord Catholic School,43.653407090900004,-79.57550646680001,POINT (-79.57550646680001 43.6534070909),Eringate-Centennial-West Deane
29650,674,11915543,NEIL MCNEIL CATHOLIC HIGH SCHOOL,Toronto Catholic District School Board,127 VICTORIA PARK AVE,English Separate,11915543,127,Victoria Park Ave,127 Victoria Park Ave,M4E 3S2,Scarborough,Toronto,Neil McNeil,43.6792997723,-79.2828981619,POINT (-79.28289816189999 43.6792997723),Birchcliffe-Cliffside
29651,675,7635592,NELSON MANDELA PARK PUBLIC SCHOOL,Toronto District School Board,440 SHUTER ST,English Public,7635592,440,Shuter St,440 Shuter St,M5A 1X6,former Toronto,Toronto,Nelson Mandela Park Public School,43.6582511901,-79.3605527757,POINT (-79.3605527757 43.6582511901),Regent Park
29652,676,1015558,NEW ARISING CHRISTIAN SCHOOL,,69 LONG BRANCH AVE,Private,1015558,69,Long Branch Ave,69 Long Branch Ave,M8W 3J5,Etobicoke,Toronto,St Agnes Church Anglican,43.593633555299995,-79.533384564,POINT (-79.533384564 43.59363355529999),Long Branch
29653,677,331512,NEW COVENANT CHURCH SCHOOL,,1800 ELLESMERE RD,Private,331512,1800,Ellesmere Rd,1800 Ellesmere Rd,M1H 2V5,Scarborough,Toronto,,43.774535094099996,-79.2448446014,POINT (-79.2448446014 43.7745350941),Woburn
29654,678,30030968,NEW HAVEN LEARNING CTR FOR CHILDREN,,301 LANOR AVE,Private,30030968,301,Lanor Ave,301 Lanor Ave,M8W 2R1,Etobicoke,Toronto,,43.6111896759,-79.5336104774,POINT (-79.5336104774 43.6111896759),Alderwood
29655,679,877371,NEWTON INTERNATIONAL COLLEGE SCHOOL,,17 TORONTO ST,Private,877371,17,Toronto St,17 Toronto St,M5C 2R1,former Toronto,Toronto,,43.6504652934,-79.3760168994,POINT (-79.3760168994 43.6504652934),Church-Yonge Corridor
29656,680,10335749,NEWTONBROOK SECONDARY SCHOOL,Toronto District School Board,155 HILDA AVE,English Public,10335749,155,Hilda Ave,155 Hilda Ave,M2M 1V6,North York,Toronto,Newtonbrook Secondary School,43.7935491355,-79.4262425901,POINT (-79.4262425901 43.7935491355),Newtonbrook West
29657,681,12267344,NIAGARA STREET JUNIOR PUBLIC SCHOOL,Toronto District School Board,222 NIAGARA ST,English Public,12267344,222,Niagara St,222 Niagara St,M6J 2L3,former Toronto,Toronto,Niagara St Public School,43.643937459499995,-79.408252925,POINT (-79.408252925 43.64393745949999),Niagara
29658,682,11739450,NILE ACADEMY - BLUE HAVEN CAMPUS,,5 BLUE HAVEN CRES,Private,11739450,5,Blue Haven Cres,5 Blue Haven Cres,M9M 1W6,North York,Toronto,Bambolino Preschool Montessori Academy,43.7445216084,-79.55826302050001,POINT (-79.55826302050001 43.7445216084),Humbermede
29659,683,30114253,NOBEL ACADEMY,,5635 YONGE ST,Private,30114253,5635,Yonge St,5635 Yonge St,M2M 3S9,North York,Toronto,,43.7806289558,-79.4154068586,POINT (-79.41540685859999 43.7806289558),Newtonbrook East
29660,684,1027292,NOORI ISLAMIC INSTITUTE ELEMENTARY SCHOOL,,100 REXDALE BLVD,Private,1027292,100,Rexdale Blvd,100 Rexdale Blvd,M9W 1N7,Etobicoke,Toronto,,43.712623558999994,-79.564041582,POINT (-79.564041582 43.71262355899999),Rexdale-Kipling
29661,685,325679,NORMAN COOK JUNIOR PUBLIC SCHOOL,Toronto District School Board,725 DANFORTH RD,English Public,325679,725,Danforth Rd,725 Danforth Rd,M1K 1G4,Scarborough,Toronto,Norman Cook Junior Public School,43.7190391303,-79.2577951259,POINT (-79.2577951259 43.7190391303),Kennedy Park
29662,686,510159,NORMAN INGRAM PUBLIC SCHOOL,Toronto District School Board,50 DUNCAIRN RD,English Public,510159,50,Duncairn Rd,50 Duncairn Rd,M3B 1C8,North York,Toronto,Norman Ingram Public School,43.7399524524,-79.3496061486,POINT (-79.3496061486 43.7399524524),Banbury-Don Mills
29663,687,7794390,NORSEMAN JUNIOR MIDDLE SCHOOL,Toronto District School Board,105 NORSEMAN ST,English Public,7794390,105,Norseman St,105 Norseman St,M8Z 2R1,Etobicoke,Toronto,Norseman Junior Middle School,43.6343052597,-79.5163297489,POINT (-79.51632974890001 43.6343052597),Stonegate-Queensway
29664,688,365117,NORTH AGINCOURT JUNIOR PUBLIC SCHOOL,Toronto District School Board,60 MORAN RD,English Public,365117,60,Moran Rd,60 Moran Rd,M1S 2J3,Scarborough,Toronto,North Agincourt Junior Public School,43.7964537062,-79.2762127949,POINT (-79.2762127949 43.7964537062),Agincourt South-Malvern West
29665,689,3497653,NORTH ALBION COLLEGIATE INSTITUTE,Toronto District School Board,2580 KIPLING AVE,English Public,3497653,2580,Kipling Ave,2580 Kipling Ave,M9V 3B2,Etobicoke,Toronto,North Albion Collegiate Institute,43.747141569499995,-79.5851427788,POINT (-79.58514277880001 43.74714156949999),Mount Olive-Silverstone-Jamestown
29666,690,303840,NORTH BENDALE JUNIOR PUBLIC SCHOOL,Toronto District School Board,29 AVELINE CRES,English Public,303840,29,Aveline Cres,29 Aveline Cres,M1H 2P4,Scarborough,Toronto,North Bendale Junior Public School,43.7705721088,-79.2478021031,POINT (-79.2478021031 43.7705721088),Woburn
29667,691,321476,NORTH BRIDLEWOOD JUNIOR PUBLIC SCHOOL,Toronto District School Board,50 COLLINGSBROOK BLVD,English Public,321476,50,Collingsbrook Blvd,50 Collingsbrook Blvd,M1W 1L7,Scarborough,Toronto,North Bridlewood Public School,43.7889163555,-79.3185870835,POINT (-79.31858708350001 43.7889163555),L'Amoreaux
29668,692,9950376,NORTH EAST YEAR ROUND ALTERNATIVE CENTRE,Toronto District School Board,2900 DON MILLS RD E,English Public,9950376,2900,Don Mills Rd E,2900 Don Mills Rd E,M2J 3B6,North York,Toronto,Woodbine Junior High School,43.782428815500005,-79.349385411,POINT (-79.349385411 43.7824288155),Don Valley Village
29669,693,14073053,NORTH KIPLING JUNIOR MIDDLE SCHOOL,Toronto District School Board,2 ROWNTREE RD,English Public,14073053,2,Rowntree Rd,2 Rowntree Rd,M9V 5C7,Etobicoke,Toronto,"North Kipling Junior Middle School, North Kipling Community Centre",43.7520919013,-79.5844719859,POINT (-79.5844719859 43.7520919013),Mount Olive-Silverstone-Jamestown
29670,694,870542,NORTH PREPARATORY JUNIOR PUBLIC SCHOOL,Toronto District School Board,1100 SPADINA RD,English Public,870542,1100,Spadina Rd,1100 Spadina Rd,M5N 2M6,former Toronto,Toronto,North Preparatory Public School,43.7057655831,-79.4203748854,POINT (-79.42037488539999 43.7057655831),Forest Hill North
29671,695,9602753,NORTH TORONTO CHRISTIAN SCHOOL,,255 YORKLAND BLVD,Private,9602753,255,Yorkland Blvd,255 Yorkland Blvd,M2J 1S3,North York,Toronto,,43.7734330101,-79.3367506937,POINT (-79.3367506937 43.7734330101),Henry Farm
29672,696,20097962,NORTH TORONTO COLLEGIATE INSTITUTE,Toronto District School Board,17 BROADWAY AVE,English Public,20097962,17,Broadway Ave,17 Broadway Ave,M4P 1T7,former Toronto,Toronto,,43.709806734,-79.3966000753,POINT (-79.3966000753 43.709806734),Mount Pleasant West
29673,697,30055925,NORTH WEST YEAR ROUND ALTERNATIVE,Toronto District School Board,425 PATRICIA AVE,English Public,30055925,425,Patricia Ave,425 Patricia Ave,M2R 2N1,North York,Toronto,,43.784556440799996,-79.4411616325,POINT (-79.4411616325 43.7845564408),Newtonbrook West
29674,698,11129857,NORTH YORK LINC,Toronto District School Board,685 SHEPPARD AVE E,English Public,11129857,685,Sheppard Ave E,685 Sheppard Ave E,M2K 1B6,North York,Toronto,,43.768316439399996,-79.3783925772,POINT (-79.3783925772 43.7683164394),Bayview Village
29675,699,845013,NORTHERN SECONDARY SCHOOL,Toronto District School Board,851 MOUNT PLEASANT RD,English Public,845013,851,Mount Pleasant Rd,851 Mount Pleasant Rd,M4P 2L5,former Toronto,Toronto,Northern Secondary School,43.7105370976,-79.39016429979999,POINT (-79.39016429979999 43.7105370976),Mount Pleasant East
29676,700,33244,NORTHLEA ELEMENTARY & MIDDLE SCHOOL,Toronto District School Board,305 RUMSEY RD,English Public,33244,305,Rumsey Rd,305 Rumsey Rd,M4G 1R4,East York,Toronto,Northlea Public School,43.714443665,-79.3696628901,POINT (-79.3696628901 43.714443665),Leaside-Bennington
29677,701,11541973,NORTHMOUNT SCHOOL,,26 MALLARD RD,Private,11541973,26,Mallard Rd,26 Mallard Rd,M3B 1S3,North York,Toronto,,43.74772232229999,-79.3499322134,POINT (-79.3499322134 43.74772232229999),Banbury-Don Mills
29678,702,30030280,NORTHVIEW HEIGHTS SECONDARY SCHOOL,Toronto District School Board,550 FINCH AVE W,English Public,30030280,550,Finch Ave W,550 Finch Ave W,M2R 1N6,North York,Toronto,Northview Heights Secondary School,43.773882773900006,-79.446117707,POINT (-79.446117707 43.77388277390001),Westminster-Branson
29679,703,14198771,NORWAY JUNIOR PUBLIC SCHOOL,Toronto District School Board,390 KINGSTON RD,English Public,14198771,390,Kingston Rd,390 Kingston Rd,M4L 1T9,former Toronto,Toronto,Norway Public School,43.676279047,-79.30666870430001,POINT (-79.30666870430001 43.676279047),East End-Danforth
29680,704,6294727,NOTRE DAME CATHOLIC HIGH SCHOOL,Toronto Catholic District School Board,12 MALVERN AVE,English Separate,6294727,12,Malvern Ave,12 Malvern Ave,M4E 3E1,former Toronto,Toronto,Notre Dame High School,43.680685778800004,-79.2931313771,POINT (-79.2931313771 43.6806857788),East End-Danforth
29681,705,993855,NOTRE DAME DE GRACE CATHOLIC ELEMENTARY SCHOOL,Conseil scolaire de district catholique Centre-Sud,59 CLEMENT RD,French Separate,993855,59,Clement Rd,59 Clement Rd,M9R 1Y5,Etobicoke,Toronto,Notre Dame De Grace Catholic Elementary School,43.6792638343,-79.5598091719,POINT (-79.5598091719 43.6792638343),Willowridge-Martingrove-Richview
29682,706,7955771,OAK LEARNERS,,394 ROYAL YORK RD,Private,7955771,394,Royal York Rd,394 Royal York Rd,M8Y 2R3,Etobicoke,Toronto,,43.619022104799996,-79.49986468770001,POINT (-79.49986468770001 43.6190221048),Mimico (includes Humber Bay Shores)
29683,707,523032,OAKDALE PARK MIDDLE SCHOOL,Toronto District School Board,315 GRANDRAVINE DR,English Public,523032,315,Grandravine Dr,315 Grandravine Dr,M3N 1J5,North York,Toronto,Oakdale Park Middle School,43.7474650746,-79.5119920581,POINT (-79.51199205810001 43.7474650746),Glenfield-Jane Heights
29684,708,315052,OAKRIDGE JUNIOR PUBLIC SCHOOL,Toronto District School Board,110 BYNG AVE,English Public,315052,110,Byng Ave,110 Byng Ave,M1L 3P1,Scarborough,Toronto,Oakridge Junior Public School,43.6954675998,-79.2815887509,POINT (-79.2815887509 43.6954675998),Oakridge
29685,709,12116136,OAKWOOD COLLEGIATE INSTITUTE,Toronto District School Board,991 ST CLAIR AVE W,English Public,12116136,991,St Clair Ave W,991 St Clair Ave W,M6E 1A3,former Toronto,Toronto,Oakwood Collegiate Institute,43.6786558887,-79.4363790056,POINT (-79.4363790056 43.6786558887),Corso Italia-Davenport
29686,710,13972658,OAKWOOD VILLAGE MONTESSORI SCHOOL,,473 OAKWOOD AVE,Private,13972658,473,Oakwood Ave,473 Oakwood Ave,M6E 2W4,York,Toronto,,43.691053930600006,-79.4398412899,POINT (-79.4398412899 43.69105393060001),Oakwood Village
29687,711,3948771,OASIS ALTERNATIVE SECONDARY SCHOOL,Toronto District School Board,20 BRANT ST,English Public,3948771,20,Brant St,20 Brant St,M5V 2M1,former Toronto,Toronto,Alpha Alternative Junior Public School,43.645722033199995,-79.39822258470001,POINT (-79.39822258470001 43.64572203319999),Waterfront Communities-The Island
29688,712,12631087,OCAD UNIVERSITY - ABOVEGRD ART SUPPLIES,,74 MCCAUL ST,University,12631087,74,Mc Caul St,74 Mc Caul St,M5T 3K2,former Toronto,Toronto,,43.6524633701,-79.390912964,POINT (-79.39091296399999 43.6524633701),Kensington-Chinatown
29689,713,12631093,OCAD UNIVERSITY - ANNEX BUILDING,,113 MCCAUL ST,University,12631093,113,Mc Caul St,113 Mc Caul St,,former Toronto,Toronto,,43.653917749799994,-79.3910771988,POINT (-79.39107719880001 43.65391774979999),Kensington-Chinatown
29690,714,10947998,OCAD UNIVERSITY - INCLUSIVE DESIGN INSTITUTE,,49 MCCAUL ST,University,10947998,49,Mc Caul St,49 Mc Caul St,,former Toronto,Toronto,,43.65159333020001,-79.3900624572,POINT (-79.3900624572 43.65159333020001),Kensington-Chinatown
29691,715,14606896,OCAD UNIVERSITY - MAIN BUILDING,,100 MCCAUL ST,University,14606896,100,Mc Caul St,100 Mc Caul St,M5T 1W1,former Toronto,Toronto,,43.6530033697,-79.3912049794,POINT (-79.3912049794 43.6530033697),Kensington-Chinatown
29692,716,12631086,OCAD UNIVERSITY - ROSALIE SHARP PAVILION,,115 MCCAUL ST,University,12631086,115,Mc Caul St,115 Mc Caul St,,former Toronto,Toronto,,43.65402232979999,-79.3911552491,POINT (-79.3911552491 43.65402232979999),Kensington-Chinatown
29693,717,14208234,OCAD UNIVERSITY - STUDENT CENTRE,,51 MCCAUL ST,University,14208234,51,Mc Caul St,51 Mc Caul St,M5T 2W7,former Toronto,Toronto,,43.6518576128,-79.3901495341,POINT (-79.3901495341 43.6518576128),Kensington-Chinatown
29694,718,7796143,OCAD UNIVERSITY - THE LEARNING ZONE,,122 ST PATRICK ST,University,7796143,122,St Patrick St,122 St Patrick St,M5T 2X8,former Toronto,Toronto,,43.6534723512,-79.3901433056,POINT (-79.39014330560001 43.6534723512),Kensington-Chinatown
29695,719,8609165,O'CONNOR PUBLIC SCHOOL,Toronto District School Board,1665 O'CONNOR DR,English Public,8609165,1665,O'Connor Dr,1665 O'Connor Dr,M4A 1W5,North York,Toronto,O'Connor Public School,43.7165073254,-79.3041521329,POINT (-79.3041521329 43.7165073254),Victoria Village
29696,720,853889,OGDEN JUNIOR PUBLIC SCHOOL,Toronto District School Board,33 PHOEBE ST,English Public,853889,33,Phoebe St,33 Phoebe St,M5T 1A8,former Toronto,Toronto,Ogden Public School,43.6500136151,-79.395126856,POINT (-79.395126856 43.6500136151),Kensington-Chinatown
29697,721,990939,OLIVET NEW CHURCH,,279 BURNHAMTHORPE RD,Private,990939,279,Burnhamthorpe Rd,279 Burnhamthorpe Rd,M9B 1Z6,Etobicoke,Toronto,,43.6500467209,-79.5448717545,POINT (-79.54487175449999 43.6500467209),Islington-City Centre West
29698,722,507995,ONE DIRECTION ACADEMY SECONDARY SCHOOL,,885 DON MILLS RD,Private,507995,885,Don Mills Rd,885 Don Mills Rd,M3C 1V9,North York,Toronto,,43.7250025658,-79.3392782443,POINT (-79.3392782443 43.7250025658),Banbury-Don Mills
29699,723,20258267,ONTARIO ACADEMY OF INTERNATIONAL EDUCATION,,4 LANSING SQ,Private,20258267,4,Lansing Sq,4 Lansing Sq,M2J 5A2,North York,Toronto,,43.774082570699996,-79.3252164121,POINT (-79.3252164121 43.7740825707),Henry Farm
29700,724,800592,ONTARIO ACADEMY OF TECHNOLOGY SECONDARY SCHOOL,,55 EGLINTON AVE E,Private,800592,55,Eglinton Ave E,55 Eglinton Ave E,M4P 1G8,former Toronto,Toronto,Canadian Unitarian Council,43.7069069156,-79.3960778236,POINT (-79.3960778236 43.7069069156),Mount Pleasant West
29701,725,13501978,ONTARIO INTERNATIONAL COLLEGE,,501 CONSUMERS RD,Private,13501978,501,Consumers Rd,501 Consumers Rd,M2J 5E2,North York,Toronto,,43.7707004338,-79.3247855638,POINT (-79.32478556380001 43.7707004338),Henry Farm
29702,726,515118,ORAYNU CHILDREN'S SCHOOL,,131 FENN AVE,Private,515118,131,Fenn Ave,131 Fenn Ave,M2P 1X7,North York,Toronto,St Andrew's Middle School,43.7515973529,-79.3903297628,POINT (-79.39032976279999 43.7515973529),St.Andrew-Windfields
29703,727,9947932,ORDE STREET JUNIOR PUBLIC SCHOOL,Toronto District School Board,18 ORDE ST,English Public,9947932,18,Orde St,18 Orde St,M5T 1N7,former Toronto,Toronto,Orde Street Junior Public School,43.6586274866,-79.3922600824,POINT (-79.3922600824 43.6586274866),Kensington-Chinatown
29704,728,7323683,ORIOLE PARK JUNIOR PUBLIC SCHOOL,Toronto District School Board,80 BRAEMAR AVE,English Public,7323683,80,Braemar Ave,80 Braemar Ave,M5P 2L4,former Toronto,Toronto,Oriole Park Junior Public School,43.702571551700004,-79.4096932775,POINT (-79.4096932775 43.7025715517),Yonge-Eglinton
29705,729,9486678,OSSINGTON OLD ORCHARD JUNIOR PUBLIC SCHOOL,Toronto District School Board,380 OSSINGTON AVE,English Public,9486678,380,Ossington Ave,380 Ossington Ave,M6J 3A5,former Toronto,Toronto,Ossington/Old Orchard Public School,43.6527076701,-79.4225997593,POINT (-79.4225997593 43.6527076701),Trinity-Bellwoods
29706,730,388154,OUR LADY OF FATIMA CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,3176 ST CLAIR AVE E,English Separate,388154,3176,St Clair Ave E,3176 St Clair Ave E,M1L 1V6,Scarborough,Toronto,Our Lady Of Fatima Catholic School,43.7101599387,-79.2936158401,POINT (-79.2936158401 43.7101599387),Clairlea-Birchmount
